ETC_20150317_000001	凱帕
ETC_20160128_020363	OptDesc/シモニースキルレベル +1
ETC_20160128_020364	OptDesc/インダルゲンティアスキルレベル +1
ETC_20160128_020365	OptDesc/ディサーンイーヴィルスキルレベル +1
ETC_20160128_020366	OptDesc/魔法防御力アップスキルレベル +1
ETC_20160128_020367	OptDesc/奉献スキルレベル +1
ETC_20160128_020368	OptDesc/スマイトスキルレベル +1
ETC_20160128_020369	OptDesc/リストレーションスキルレベル +1
ETC_20160128_020370	OptDesc/レジストエレメンツスキルレベル +1
ETC_20160128_020371	OptDesc/ターンアンデッドスキルレベル +1
ETC_20160128_020372	OptDesc/改宗スキルレベル +1
ETC_20160128_020373	OptDesc/バリアスキルレベル +1
ETC_20160128_020374	OptDesc/コンビクションスキルレベル +1
ETC_20160128_020375	両手弓
ETC_20160128_020376	製造書-シャークカッター
ETC_20160128_020377	製造書-スペルブレイカー
ETC_20160128_020378	製造書-サークルロッド
ETC_20160128_020379	製造書-パワースタッフ
ETC_20160128_020380	製造書-マークマン
ETC_20160128_020381	製造書-バンディット
ETC_20160128_020382	製造書-アイアンフィスト
ETC_20160128_020383	製造書-クリップル
ETC_20160128_020384	製造書-スパーダ
ETC_20160128_020385	製造書-フィニッシャー
ETC_20160128_020386	製造書-パバイサシールド
ETC_20160128_020387	チャット欄で/yをメッセージの頭に入力すると、ワールド全体にメッセージを送ることができます。メガホンアイテムが必要です。
ETC_20160128_020388	データが応答しません。しばらく経ってからもう一度お試しください。エラーコード : {ErrorCode}
ETC_20160128_020389	[{Word}]使用できない単語です。
ETC_20160128_020390	名前は{LEN}バイト以下のみ可能です。
ETC_20160128_020391	アイテムの取引量が十分でないため、時価情報がありません。
ETC_20160128_020392	アイテムを受け取りました。
ETC_20160128_020393	キャラクターでアイテムを受け取りますか？受け取るとキャンセルできなくなります。
ETC_20160128_020394	使用できない単語が含まれています。
ETC_20160128_020395	商店を開設した状態ではキャラクターを削除できません。
ETC_20160128_020396	3日間インスタンスダンジョン無制限
ETC_20160128_020397	  インスタンスダンジョンと依頼所ミッションの入場化回数初期化
ETC_20160128_020398	このアカウントは保護モードに設定されています。公式サイトから再度ログインし、保護モードを解除後、接続してください。
ETC_20160128_020399	街では使用できません。
ETC_20160128_020400	奉献箱の名前を入力してください。
ETC_20160128_020401	このアイテムを登録すると、{nl}取引成立時にポテンシャルが減少します。{nl}それでも登録しますか？
ETC_20160128_020402	取引するアイテムの中に取引成功後ポテンシャルが減少するアイテムがあります。それでも受諾しますか？
ETC_20160128_020403	修理できる装備がありません。
ETC_20160128_020404	NPCと近すぎます。
ETC_20160128_020405	このアイテムは現在の状態では使用できません。
ETC_20160128_020406	変身中はコンパニオンに搭乗できません。
ETC_20160128_020407	スキル使用中は休憩できません。
ETC_20160128_020408	メッセージ
ETC_20160128_020409	[メモ]
ETC_20160128_020410	重複して購入できないアイテムです。
ETC_20160128_020411	男性コスチューム
ETC_20160128_020412	女性コスチューム
ETC_20160128_020413	 クエスト報酬を受け取らないと{nl} PTメンバーと
ETC_20160128_020414	クエストを進行できません。
ETC_20160128_020415	クエストを放棄しますか？
ETC_20160128_020416	 開いている商店を閉じないと{nl} PTメンバーと
ETC_20160128_020417	自動PT検索
ETC_20160128_020418	すでにPTがあります。脱退しますか？
ETC_20160128_020419	PTを検索しています。{nl} 完了すると自動的に入場します。
ETC_20160128_020420	PTを見つけました。間もなくゲームに入場します。
ETC_20160128_020421	フェレットマローダーを退治するまでトーテムを破壊できません。
ETC_20160128_020422	インスタンスダンジョン最大入場人数を超過しました。
ETC_20160128_020423	インスタンスダンジョン、ミッションにいるギルドメンバーのところには移動できません。
ETC_20160128_020424	アイテムを使ってギルド経験値を上げました。
ETC_20160128_020425	マーケットへのアイテム登録に成功しました。{nl}トークン以外のアイテムは{nl}30分から2時間で販売リストに表示されます。
ETC_20160128_020426	登録手数料として{Price}シルバーを支払います。マーケットに登録すると、該当のバフが消えてしまいます。それでも登録しますか？
ETC_20160128_020427	販売時間が経過しました。受取箱を確認してください。
ETC_20160128_020428	このアイテムを購入すると{nl}ポテンシャルが減少します。{nl}それでも購入しますか？
ETC_20160128_020429	このアイテムの下限価格が変動しました。もう一度入力してください。
ETC_20160128_020430	このアイテムの上限価格が変動しました。もう一度入力してください。
ETC_20160128_020431	登録手数料として{Price}シルバーを支払います。登録しますか？
ETC_20160128_020432	販売価格は100シルバー以上にしてください。
ETC_20160128_020433	最低価格単位に金額が自動変更されます。
ETC_20160128_020434	このスキルは登録できません。
ETC_20160128_020435	強化された装備や高級装備が含まれています。本当に進行しますか？
ETC_20160128_020436	着用できるアイテムではありません。
ETC_20160128_020437	ポイントが足りません。少なくとも{Point}ポイントが必要です。
ETC_20160128_020438	一日{COUNT}回入場できます。
ETC_20160128_020439	インスタンスダンジョン無制限入場券を使用中です。
ETC_20160128_020440	すでに業績報酬をもらいました。
ETC_20160128_020441	ハナミン撲滅の業績報酬を受け取りました。
ETC_20160128_020442	製造入門の業績報酬を受け取りました。
ETC_20160128_020443	意外な試験の業績報酬を受け取りました。
ETC_20160128_020444	PTクエストの業績報酬を受け取りました。
ETC_20160128_020445	熟練冒険家の業績報酬を受け取りました。
ETC_20160128_020446	メッセージ設定
ETC_20160128_020447	{@st61}新しいチャットメッセージが到着しました！{/}
ETC_20160128_020448	ちび魔族があなたを疑っています
ETC_20160128_020449	本当にジェスティ様が呼んだのか？
ETC_20160128_020450	仲間たちがいなくなってる…
ETC_20160128_020451	モンスター撃退時、獲得経験値アップ
ETC_20160128_020452	このアイテムは購入すると{nl}キャラクターに帰属します。{nl}それでも購入しますか？
ETC_20160128_020453	トークン特典が全てのキャラクターに適用されました。
ETC_20160128_020454	プレミアムジェスチャー使用可能
ETC_20160128_020455	インスタンスダンジョン無限入場券
ETC_20160128_020456	すでにインスタンスダンジョン無限入場券を使用しています。
ETC_20160128_020457	現在の入場回数は0です。
ETC_20160128_020458	使用したインスタンスダンジョン入場回数初期化券はインベントリから消え、現在のキャラクターにのみ効果が適用されます。
ETC_20160128_020459	スキル初期化
ETC_20160128_020460	  全体スキルポイント初期化
ETC_20160128_020461	モンスター撃退時、獲得経験値アップ 
ETC_20160128_020462	現在装着しているヘアは購入できません。
ETC_20160128_020463	カタコム地下ダンジョン入口
ETC_20160128_020464	衰退したルグィン家のダンジョン掲示板
ETC_20160128_020465	10分後にミッションが終了します。
ETC_20160128_020466	5分後にミッションが終了します。
ETC_20160128_020467	目標完了！{nl}魔族収監所 第1区域へ移動してください
ETC_20160128_020468	間もなく二つ目の目標が始まります。
ETC_20160128_020469	シャドウジェイラーが魔族収監所侵入を阻止しました{nl}シャドウジェイラーを退治してください！
ETC_20160128_020470	魔族召喚石を破壊してください
ETC_20160128_020471	間もなく一つ目の目標が始まります{nl}ハルガルたちが次元の隙間から逃げようとしています
ETC_20160128_020472	ハルガルたちが魔族収監所から脱出しようとしています。{nl}脱出できないように阻止してください！
ETC_20160128_020473	目標完了！{nl}魔族収監所 第2区域へ移動してください
ETC_20160128_020474	ヴェローチャードを退治してください
ETC_20160128_020475	制限時間内に各区域の魔族召喚石を破壊してください
ETC_20160128_020476	目標完了！{nl}魔族収監所 第3区域へ移動してください
ETC_20160128_020477	制限時間内にサイクロプスを退治してください
ETC_20160128_020478	襲いかかる魔族たちからヴァカリネの封印を守ってください
ETC_20160128_020479	ヌオダイを退治してください
ETC_20160128_020480	終了5分前
ETC_20160128_020481	制限時間
ETC_20160128_020482	インスタンスダンジョン削除
ETC_20160128_020483	開始!! 
ETC_20160128_020484	制限時間は残り5分です！
ETC_20160128_020485	時間制限
ETC_20160128_020486	制限時間メッセージ
ETC_20160128_020487	60秒後、入口に戻ります！
ETC_20160128_020488	ダンジョン終了5分前です！
ETC_20160128_020489	20秒
ETC_20160128_020490	クリア
ETC_20160128_020491	30秒後、入口に戻ります。
ETC_20160128_020492	厚い壁
ETC_20160128_020493	関門
ETC_20160128_020494	壁が開きました
ETC_20160128_020495	碑石路への門が開きました
ETC_20160128_020496	警告メッセージ
ETC_20160225_020497	ゴーストゴブリンアーチャー
ETC_20160225_020498	イワシ
ETC_20160225_020499	白金の金床
ETC_20160225_020500	部隊長 タールン
ETC_20160225_020501	汚染されたネズミ
ETC_20160225_020502	覆面看守
ETC_20160225_020503	ネビュラス
ETC_20160225_020504	トルメンタ
ETC_20160225_020505	地下の番犬
ETC_20160225_020506	臆病な看守
ETC_20160225_020507	投石器奴隷
ETC_20160225_020508	ラフィネル
ETC_20160225_020509	コルカス
ETC_20160225_020510	演出用ヴァーヴ
ETC_20160225_020511	モーニングスターゴーレム
ETC_20160225_020512	デビルランタン
ETC_20160225_020513	グール
ETC_20160225_020514	デスベル
ETC_20160225_020515	テラネザーボバイン
ETC_20160225_020516	テラネクロヴェンター
ETC_20160225_020517	テラスペクターマスター
ETC_20160225_020518	テラグラックマン
ETC_20160225_020519	テラキャンスリル
ETC_20160225_020520	テラシルバーグリフィン
ETC_20160225_020521	テラベルニアモンキー
ETC_20160225_020522	テラプリズンカッター
ETC_20160225_020523	テラレッドレベンザード
ETC_20160225_020524	テラポクルス
ETC_20160225_020525	テララクスドン
ETC_20160225_020526	棘クチクラ
ETC_20160225_020527	神樹の日以降、多くの精霊の強者たちが魔族と手を組むようになったのは残念なことです。今からでも政策的で戦術的な交渉が必要だと主張する人が増えています。
ETC_20160225_020528	サルラス修道女院
ETC_20160225_020529	大地の塔ロロパンサー区間
ETC_20160225_020530	大地の塔ソルミキ区間
ETC_20160225_020531	空虚の棘の森
ETC_20160225_020532	第1回アルファベットイベント征服者
ETC_20160225_020533	アルファベット収集イベントを見事に終えました。
ETC_20160225_020534	移動装置
ETC_20160225_020535	楽しみ始めた旅人
ETC_20160225_020536	単方向移動装置 100回利用
ETC_20160225_020537	楽しい移動装置
ETC_20160225_020538	楽しみ方を知る旅人
ETC_20160225_020539	単方向移動装置 300回利用
ETC_20160225_020540	慣れた移動装置
ETC_20160225_020541	楽しむだけ楽しんだ旅人
ETC_20160225_020542	単方向移動装置 600回利用
ETC_20160225_020543	飽きた移動装置
ETC_20160225_020544	シカリオスサーチャー
