QUEST_LV_0100_20150317_000001	警戒兵
QUEST_LV_0100_20151223_013608	行商人ゴメスは魔族も怖いけど、モンスターまで暴れていて不安だと言います。薬草師の小屋付近のモンスターを退治してゴメスを安心させてください。
QUEST_LV_0100_20151223_013609	行商人ゴメスに報告
QUEST_LV_0100_20151223_013610	薬草師の小屋付近はもう安全なようです。行商人ゴメスに報告しましょう。
QUEST_LV_0100_20151223_013611	薬草師の小屋周辺にいるモンスター退治
QUEST_LV_0100_20151223_013612	傷ついた薬売り
QUEST_LV_0100_20151223_013613	負傷して座り込んでいる薬売りテイルスが見えます。大丈夫か聞いてみましょう。
QUEST_LV_0100_20151223_013614	ネバギンガ高地帯でロンジア草採集
QUEST_LV_0100_20151223_013615	薬売りテイルスは痛みだけでも抑えたいのでロンジア草を集めてほしいと言います。ネバギンガ高地帯でロンジア草を採集してください。
QUEST_LV_0100_20151223_013616	薬売りテイルスに届ける
QUEST_LV_0100_20151223_013617	ロンジア草をたっぷり採集しました。{nl}薬売りテイルスに届けてください。
QUEST_LV_0100_20151223_013618	ロンジア草を使ってもテイルスの傷は癒えないようです。テイルスと話してみてください。
QUEST_LV_0100_20151223_013619	オルシャのクレリックサブマスターにテイルスの症状を伝える
QUEST_LV_0100_20151223_013620	薬売りテイルスは、クレリックサブマスターならば傷を治す方法を知っているかもしれないと言います。オルシャにいるクレリックサブマスターに薬売りテイルスの症状を伝えてください。
QUEST_LV_0100_20151223_013621	クレリックサブマスターは薬売りテイルスが魔気に侵されているようだと言います。どうすれば良いのか、クレリックサブマスターともう一度話してみてください。
QUEST_LV_0100_20151223_013622	薬売りテイルスに薬を届ける
QUEST_LV_0100_20151223_013623	クレリックサブマスターは魔気を中和する薬を作ってくれました。この薬を薬草師テイルスに届けてください。
QUEST_LV_0100_20151223_013624	村人の行方
QUEST_LV_0100_20151223_013625	クニドスの森へ行商人ロゼを追って行く
QUEST_LV_0100_20151223_013626	行商人ロゼは自分の村の人たちを一人でも探すつもりだとクニドスの森の方へ走って行きました。ロゼ一人では心配なので、ロゼを追ってクニドスの森へ行ってみてください。
QUEST_LV_0100_20151223_013627	クロア村を捜索して何があったのか推測する
QUEST_LV_0100_20151223_013628	行商人ロゼが言っていた通り、クロア村の村人は一人も見当たりません。クロア村を捜索して何があったのか調べてみましょう。
QUEST_LV_0100_20151223_013629	どこかに移住したならば家財道具が無くなっているはずだし、攻撃されたなら戦闘の痕跡が残っているはずですが、どこかへ連れ去られたような痕跡だけが残されていました。ロゼにこの事を知らせてください。
QUEST_LV_0100_20151223_013630	落ち込む行商人ロゼが何かを見つけたようです。行商人ロゼともう一度話してみてください。
QUEST_LV_0100_20151223_013631	床に落ちているビーズを辿る
QUEST_LV_0100_20151223_013632	行商人ロゼによると、このビーズはアンネという村人の物で、絶対にこれを落とすはずがないそうです。重要な手がかりになるかもしれないので、落ちているビーズを辿ってみましょう。
QUEST_LV_0100_20151223_013633	ビーズはもう見当たりません。どうするか、行商人ロゼと相談してみましょう。
QUEST_LV_0100_20151223_013634	周辺を捜索して他のビーズや手がかりを探す
QUEST_LV_0100_20151223_013635	行商人ロゼはビーズがもっとあるのに見つかっていないだけかもしれないと言います。他のビーズや手がかりがないか、周辺を捜索してみましょう。
QUEST_LV_0100_20151223_013636	隠れている人と話す
QUEST_LV_0100_20151223_013637	隠れている人を見つけました。村人かもしれないので、彼と話してみてください。
QUEST_LV_0100_20151223_013638	テスと話す
QUEST_LV_0100_20151223_013639	テスは魔族に怯えているようです。まずはテスと話してみましょう。
QUEST_LV_0100_20151223_013640	テスを追ってきた魔族がいました。追ってきた魔族を退治してください。
QUEST_LV_0100_20151223_013641	テスと話す
QUEST_LV_0100_20151223_013642	追ってきた魔族を退治しました。ロゼとテスにもう大丈夫だと伝えてください。
QUEST_LV_0100_20151223_013643	テスを追ってきた魔族退治
QUEST_LV_0100_20151223_013644	テスはクロア村の村人に間違いないようです。クロア村に何が起きたのか聞いてみましょう。
QUEST_LV_0100_20151223_013645	クロア村の人たちは魔族にさらわれてノヴァハ修道院へ連れ去られたようです。その中でもロゼの兄は別の場所へ連れて行かれました。行商人ロゼと話してみてください。
QUEST_LV_0100_20151223_013646	息を切らしている薬草師アースと話してください。
QUEST_LV_0100_20151223_013647	周辺の魔族退治
QUEST_LV_0100_20151223_013648	薬草師アースはオルシャへ戻りたくても周辺に魔族が多すぎて怯えてしまっているようです。薬草師アースのために周辺の魔族を退治してください。
QUEST_LV_0100_20151223_013649	周辺の魔族をある程度退治しました。薬草師アースに報告しましょう。
QUEST_LV_0100_20151223_013650	魔族の薬草師
QUEST_LV_0100_20151223_013651	薬草師アースは何か気になることがあるようです。どうしたのか聞いてみましょう。
QUEST_LV_0100_20151223_013652	魔族が採集していた薬草採集
QUEST_LV_0100_20151223_013653	薬草師アースは魔族が薬草を採るところを初めて見たので、それが何なのか確認したいそうです。ネネバの庭で葉が細く裂けた薬草を集めてください。
QUEST_LV_0100_20151223_013654	薬草師アースに届ける
QUEST_LV_0100_20151223_013655	魔族が集めていた薬草を見つけました。薬草師アースに見せましょう。
QUEST_LV_0100_20151223_013656	薬草師アースによると、魔族が採集していた薬草は致命的な毒を持つトリカブトだそうです。表情が硬くなった薬草師アースと話してみてください。
QUEST_LV_0100_20151223_013657	ロクタヌンの体液を集める
QUEST_LV_0100_20151223_013658	薬草師アースは魔族が使えないようにトリカブトを枯らしてほしいと言います。まずロクタヌンを倒して酸性の体液を集めてください。
QUEST_LV_0100_20151223_013659	ロクタヌンの体液を集めました。薬草師アースのところに戻ってください。
QUEST_LV_0100_20151223_013660	トリカブトを枯らすためにロクタヌンの体液を集めました。もう一度薬草師アースと話してみてください。
QUEST_LV_0100_20151223_013661	トリカブトにロクタヌンの体液を撒く
QUEST_LV_0100_20151223_013662	トリカブトにロクタヌンの体液を撒けば、枯らすことができるそうです。ネネバの庭にあるトリカブトにロクタヌンの体液を撒いてください。
QUEST_LV_0100_20151223_013663	見える限り、トリカブトは全部枯れたようです。薬草師アースに報告してください。
QUEST_LV_0100_20151223_013664	巨大なワラビ
QUEST_LV_0100_20151223_013665	ダダンの森へ行った行商人ロゼを追う
QUEST_LV_0100_20151223_013666	クロア村の人たちを助けるため、ロゼを追ってダダンの森へ行ってください。
QUEST_LV_0100_20151223_013667	魔族の実験室を探してそこの魔族を退治
QUEST_LV_0100_20151223_013668	行商人ロゼは巨大ワラビにくっついている装置を見て、近くに実験室があるはずだと言います。魔族の実験室を探してその付近の魔族を退治してください。
QUEST_LV_0100_20151223_013669	巨大ワラビに関する資料を探す
QUEST_LV_0100_20151223_013670	ここは巨大ワラビと関係のある実験室のようです。巨大ワラビに関する資料が無いか探してみてください。
QUEST_LV_0100_20151223_013671	行商人ロゼに日誌を届ける
QUEST_LV_0100_20151223_013672	巨大ワラビに関する実験日誌を見つけました。行商人ロゼに届けてください。
