QUEST_LV_0200_20150317_000001	皮爾力巴斯直屬隊員
QUEST_LV_0200_20151014_009493	不発弾を渡す
QUEST_LV_0200_20151014_009494	一度探してみる
QUEST_LV_0200_20151014_009495	移動しよう
QUEST_LV_0200_20151014_009496	ちょっと他の用事がある
QUEST_LV_0200_20151014_009497	手伝えない
QUEST_LV_0200_20151014_009498	装備を集めてくる
QUEST_LV_0200_20151014_009499	手伝わない
QUEST_LV_0200_20151014_009500	考え直して
QUEST_LV_0200_20151014_009501	何のことか分からない
QUEST_LV_0200_20151014_009502	力を貸す
QUEST_LV_0200_20151014_009503	まだそんな力はない
QUEST_LV_0200_20151014_009504	早くアルドナを助ける方法を教えて
QUEST_LV_0200_20151014_009505	キャンプへ
QUEST_LV_0200_20151014_009506	ついて来て
QUEST_LV_0200_20151014_009507	要衝地 メサパスラ(1)
QUEST_LV_0200_20151014_009508	要衝地 メサパスラ(2)
QUEST_LV_0200_20151014_009509	できる
QUEST_LV_0200_20151014_009510	あまり簡単ではなさそうなので断る
QUEST_LV_0200_20151014_009511	何を手伝えばいい？
QUEST_LV_0200_20151014_009512	そこまで助ける余力はない
QUEST_LV_0200_20151014_009513	キャンプ防御
QUEST_LV_0200_20151014_009514	モンスター退治なら任せてくれ
QUEST_LV_0200_20151014_009515	そんな暇はない
QUEST_LV_0200_20151014_009516	喜んで持ってくる
QUEST_LV_0200_20151014_009517	そのくらい直接補充しろ
QUEST_LV_0200_20151014_009518	必要なものは？
QUEST_LV_0200_20151014_009519	火打石を探してみる
QUEST_LV_0200_20151014_009520	他の手段を探してみてはどうか
QUEST_LV_0200_20151014_009521	定期連絡網
QUEST_LV_0200_20151014_009522	書信を届ける
QUEST_LV_0200_20151014_009523	面倒なことには巻き込まれたくない
QUEST_LV_0200_20151014_009524	とりあえず何か食べたのなら
QUEST_LV_0200_20151014_009525	何を手伝えばいいでしょう
QUEST_LV_0200_20151014_009526	そのくらいは問題ない
QUEST_LV_0200_20151014_009527	鉄びしの代わりの鉄びし
QUEST_LV_0200_20151014_009528	適当な格子を探す
QUEST_LV_0200_20151014_009529	そこまでは手伝えない
QUEST_LV_0200_20151014_009530	古い鉄窓について
QUEST_LV_0200_20151014_009531	何を手伝いましょう
QUEST_LV_0200_20151014_009532	手伝う余裕はない
QUEST_LV_0200_20151014_009533	ストーガスでの任務
QUEST_LV_0200_20151014_009534	食べられるもの
QUEST_LV_0200_20151014_009535	…何でしょう？
QUEST_LV_0200_20151014_009536	まずは体を回復させた方がいい
QUEST_LV_0200_20151014_009537	優先順位
QUEST_LV_0200_20151014_009538	スパルナスホーンを追い出す
QUEST_LV_0200_20151014_009539	どうしようもないことだ
QUEST_LV_0200_20151014_009540	レッドインフロラクターのコア収集
QUEST_LV_0200_20151014_009541	王国軍レティアに頼まれた通りにかすかな石化の霜を十分に除去しました。レティアのところへ戻りましょう。
QUEST_LV_0200_20151014_009542	秘密の取引
QUEST_LV_0200_20151014_009543	盗掘師アマンダは、大地の要塞に入るには自分の助けが必要不可欠だと言っています。大地の要塞に入るために、アマンダに頼まれたルクリス時代の記録を集めてください。
QUEST_LV_0200_20151014_009544	盗掘師アマンダから、コボス殿堂跡で勤務中のヴィルヘルミナ・キャリオットにルクリス時代の記録を届けてガーゴイルを倒せる武器をもらってくるように頼まれました。
QUEST_LV_0200_20151014_009545	ヴィルヘルミナ・キャリオットから沈黙スクロールをもらいました。盗掘師アマンダに届けましょう。
QUEST_LV_0200_20151014_009546	盗掘師アマンダから、大地の要塞に入るために集結地に立ちはだかっているガーゴイルを倒してくれと頼まれました。ヴィルヘルミナ・キャリオットからもらってきた沈黙スクロールを使って音が漏れないようにした後ガーゴイルを倒しましょう。
QUEST_LV_0200_20151014_009547	封印石に囚われた霊魂は自由になりたいと訴えています。ブラインドレムとシャーマンドールを退治し、霊魂を解き放ってください。
QUEST_LV_0200_20151014_009548	ブラインドレムとシャーマンドールを退治しました。封印石のところへ戻り、霊魂を解き放ちましょう。
QUEST_LV_0200_20151014_009549	ブラックシャーマンドール
QUEST_LV_0200_20151014_009550	大地の要塞へ安全に進入しました。あなたを待っているアマンダと会話してください。
QUEST_LV_0200_20151014_009551	雷草の収集
QUEST_LV_0200_20151014_009552	アマンダは王国軍警備兵の目をそらすために爆音弾を作ろうと言っています。前哨基地の下層で爆音弾の材料である雷草を手に入れてきてください。
QUEST_LV_0200_20151014_009553	上層通路の下の方にいる盗掘師アマンダに渡す
QUEST_LV_0200_20151014_009554	爆音弾の材料である雷草を手に入れました。{nl}上層通路の下の方にいるアマンダに渡してください。
QUEST_LV_0200_20151014_009555	盗掘師アマンダは爆音弾を作って王国軍を撹乱しようとしています。次に何をするか盗掘師アマンダに聞いてください。
QUEST_LV_0200_20151014_009556	王国軍警備兵が持っている爆弾を盗む
QUEST_LV_0200_20151014_009557	爆音弾の次の材料である爆弾は王国軍警備兵が持っているそうです。王国軍警備兵を気絶させてから爆弾を盗んでください。
QUEST_LV_0200_20151014_009558	盗掘師アマンダに渡す
QUEST_LV_0200_20151014_009559	爆弾を十分に盗みました。{nl}アマンダに届けてください。
QUEST_LV_0200_20151014_009560	盗掘師アマンダと会話してください。
QUEST_LV_0200_20151014_009561	王国軍警備兵を撹乱するために盗掘師アマンダが作った爆音弾を設置してください。
QUEST_LV_0200_20151014_009562	盗掘師アマンダと一緒に対立の訓練場へ移動
QUEST_LV_0200_20151014_009563	爆音弾が爆発しました。王国軍警備兵たちが戻る前に次の区域へ移動してください。
QUEST_LV_0200_20151014_009564	古いトラップを解除
QUEST_LV_0200_20151014_009565	金属探知機またはスキャンスキルを使って古い不発弾を見つけてください。古い不発弾を発見したら爆弾分解道具を使って古いトラップを回収してください。
QUEST_LV_0200_20151014_009566	安全に回収した不発弾をサッパーマスターに届けてください。
QUEST_LV_0200_20151014_009567	対立の訓練場へ移動
QUEST_LV_0200_20151014_009568	盗掘師アマンダが指示された通りに対立の訓練場へ移動してください。
QUEST_LV_0200_20151014_009569	王国軍を攻撃するモンスターを退治
QUEST_LV_0200_20151014_009570	モンスターが襲ってきています！モンスターの襲撃から脱出してください。
QUEST_LV_0200_20151014_009571	モンスターから王国軍を救いました。{nl}王国軍警備兵デルスと話してください。
QUEST_LV_0200_20151014_009572	王国軍警備兵デルスはあなたを見て困ったような顔をしています。王国軍警備兵デルスと話してください。
QUEST_LV_0200_20151014_009573	王国軍警備兵デルスは原則的には処罰するべきだが状況が不利なので王国軍を助けてくれたら目をつぶると言っています。はぐれた王国軍警備兵を連れて来てください。
QUEST_LV_0200_20151014_009574	はぐれた王国軍警備兵たちの無事が確認されました。王国軍警備兵デルスと話してください。
QUEST_LV_0200_20151014_009575	王国軍警備兵デルスはまだ頼みたいことがたくさんあるようです。王国軍警備兵デルスと話してください。
QUEST_LV_0200_20151014_009576	使用可能な装備を集める
QUEST_LV_0200_20151014_009577	王国軍警備兵デルスは、駐屯地を取り戻すには装備がたくさん必要だと言っています。混戦中に落とした王国軍の武器や防具を見つけてきてください。
QUEST_LV_0200_20151014_009578	武器や防具を十分集めました。{nl}王国軍警備兵デルスと話してください。
QUEST_LV_0200_20151014_009579	駐屯地を取り戻す万全の準備ができました。{nl}王国軍警備兵デルスと話してください。
QUEST_LV_0200_20151014_009580	王国軍警備兵たちを追って駐屯地へ移動
QUEST_LV_0200_20151014_009581	駐屯地を取り戻す万全の準備ができました。王国軍警備兵たちを追って王国軍駐屯地へ移動してください。
QUEST_LV_0200_20151014_009582	駐屯地を占領しているモンスターを退治
QUEST_LV_0200_20151014_009583	駐屯地を無事取り戻しました。王国軍警備兵デルスと話してください。
QUEST_LV_0200_20151014_009584	バリケード設置
QUEST_LV_0200_20151014_009585	王国軍警備兵デルスは怪我を負ったことより駐屯地の防御が気になるようです。駐屯地を守るために補給箱から木材を取り出してバリケードを設置してください。
QUEST_LV_0200_20151014_009586	バリケードをすべて設置しました。王国軍警備兵デルスのところに戻ってください。
QUEST_LV_0200_20151014_009587	王国軍警備兵デルスの頼みを聞きました。再びデルスと話してください。
QUEST_LV_0200_20151014_009588	王国軍警備兵たちが攻撃を受けました！{nl}攻撃してくるモンスターたちを倒してください。
